gene_id,COOY,CYOO,CYOY,XLOOO,XLOOY,XLOOY2,XLOOY3,XLYOY
ENSMUSG00000098104|Gm6085,241,187,164,227,238,202,249,281
ENSMUSG00000041426|Hibch,3319,5615,3909,2743,2057,2720,1555,1818
ENSMUSG00000089802|Gm16107,0,6,0,0,0,0,0,3
ENSMUSG00000026094|Stk17b,251,562,361,2240,1794,3525,1398,2043
ENSMUSG00000041303|Gtf3c3,748,1131,791,896,895,1053,668,892
ENSMUSG00000104136|Gm36955,0,0,0,0,0,0,0,0
ENSMUSG00000073678|Pgap1,247,1504,873,327,389,470,150,349
ENSMUSG00000100763|Gm28777,0,0,0,0,0,0,0,0
ENSMUSG00000026098|Pms1,102,426,230,169,163,169,56,148
ENSMUSG00000100679|Gm28778,0,0,0,0,0,0,0,0
ENSMUSG00000026096|Osgepl1,699,1475,978,754,677,801,562,824
ENSMUSG00000099913|Gm28551,0,0,10,0,0,0,0,0
ENSMUSG00000101838|Gm18800,0,0,0,0,0,0,0,0
ENSMUSG00000026095|Asnsd1,1999,2909,1937,1692,1524,1825,1387,1733
ENSMUSG00000026097|Ormdl1,1580,2543,1581,848,697,1226,509,530
ENSMUSG00000117809|Gm50478,3,1,3,4,3,12,4,11
ENSMUSG00000042807|Hecw2,102,178,105,462,365,587,239,348
ENSMUSG00000098443|Mir7681,0,0,0,0,0,0,0,0
ENSMUSG00000087949|Gm24251,0,0,2,0,0,0,0,0
ENSMUSG00000102868|Gm37633,0,0,0,0,0,0,0,0
ENSMUSG00000052331|Ankrd44,205,332,346,701,863,852,400,491
ENSMUSG00000101674|4930444A19Rik,0,0,0,0,0,0,0,0
ENSMUSG00000102503|Gm37370,0,0,0,3,0,1,1,0
ENSMUSG00000102642|A130048G24Rik,0,0,0,0,0,12,0,0
ENSMUSG00000103030|E330011M16Rik,25,22,4,0,21,51,28,38
ENSMUSG00000025981|Coq10b,1071,1859,1199,1839,1673,1947,1604,2453
ENSMUSG00000101122|Gm17971,1,25,37,15,19,24,9,6
ENSMUSG00000025982|Sf3b1,4252,6956,5315,10681,8610,10316,8818,12504
ENSMUSG00000089670|Gm16581,54,22,42,25,57,37,37,51
ENSMUSG00000025979|Mob4,373,1371,718,1473,1085,1210,708,1925
ENSMUSG00000046994|Mars2,204,300,259,396,410,289,329,338
ENSMUSG00000025978|Rftn2,107,124,113,61,47,35,20,61
ENSMUSG00000097649|Gm10561,26,0,13,4,0,0,0,5
ENSMUSG00000100944|Gm28900,24,23,20,16,25,15,10,19
ENSMUSG00000025977|Boll,0,0,0,0,0,0,0,0
ENSMUSG00000100215|Gm8292,47,40,32,31,47,43,5,41
ENSMUSG00000038323|1700066M21Rik,427,1584,1094,512,464,629,233,332
ENSMUSG00000038331|Satb2,35,21,29,6,72,45,22,3
ENSMUSG00000087022|9130024F11Rik,6,0,10,3,0,5,0,7
ENSMUSG00000104310|Gm4081,0,0,0,0,0,0,0,0
ENSMUSG00000048495|Tyw5,330,583,295,328,376,349,262,417
ENSMUSG00000025971|Maip1,1250,1584,1185,1225,884,1238,1034,1072
ENSMUSG00000102831|Gm37382,0,0,0,0,0,0,0,3
ENSMUSG00000038349|Plcl1,25,27,34,113,92,163,58,77
ENSMUSG00000102145|Gm38056,11,29,24,33,28,41,13,193
ENSMUSG00000100309|Gm6644,1,4,1,0,2,1,1,0
ENSMUSG00000038305|Spats2l,147,159,201,558,605,425,542,543
ENSMUSG00000119067|AC112971.1,0,0,0,0,0,0,0,0
ENSMUSG00000091283|Gm17234,0,0,0,0,0,0,0,0
ENSMUSG00000025980|Hspd1,29508,33841,27036,22366,19186,23014,14781,18784
ENSMUSG00000073676|Hspe1,11335,10573,8770,8336,5686,8778,5284,6521
ENSMUSG00000054770|Kctd18,245,441,266,414,422,400,397,553
ENSMUSG00000026039|Sgo2a,13,102,35,107,85,123,54,35
ENSMUSG00000063558|Aox1,4671,5638,3507,1830,1408,3159,1696,1067
ENSMUSG00000026034|Clk1,603,2294,1751,2484,1991,3034,1531,3478
ENSMUSG00000047528|Flacc1,0,0,0,0,3,0,0,0
ENSMUSG00000059647|Cbx3-ps7,8,11,7,13,5,5,9,6
ENSMUSG00000102059|Gm20257,33,38,32,69,63,61,34,56
ENSMUSG00000026035|Ppil3,430,701,439,336,362,430,327,313
ENSMUSG00000026036|Nif3l1,1312,1142,1006,592,636,809,526,579
ENSMUSG00000026037|Orc2,220,383,278,625,503,643,368,513
ENSMUSG00000119442|AC118698.1,0,0,0,0,0,0,0,1
ENSMUSG00000085054|Gm15834,0,14,5,0,0,0,0,7
ENSMUSG00000038174|Fam126b,142,910,583,679,494,551,241,867
ENSMUSG00000026032|Ndufb3,2251,2728,2090,2500,1662,2691,1670,2024
ENSMUSG00000102719|Gm37760,0,6,3,0,9,15,7,16
ENSMUSG00000026029|Casp8,1489,2135,1535,2166,2335,2178,1649,2432
ENSMUSG00000026031|Cflar,3475,6008,4593,6016,6560,5572,3285,4617
ENSMUSG00000026028|Trak2,1569,2199,1816,3575,3604,2757,3129,3321
ENSMUSG00000026027|Stradb,2650,2536,2181,2160,1603,1925,1519,1416
ENSMUSG00000099922|Gm29016,7,0,4,0,0,0,0,0
ENSMUSG00000089275|Gm24548,0,0,0,0,0,0,0,0
ENSMUSG00000038242|Aox4,0,0,3,0,0,0,0,4
ENSMUSG00000089822|Gm15759,0,0,0,0,0,0,0,0
ENSMUSG00000051223|Bzw1,6625,12565,8384,10419,9093,10301,6614,11262
ENSMUSG00000064294|Aox3,58919,66396,64870,3887,3362,13609,1870,845
ENSMUSG00000079554|Aox2,8,0,0,0,8,7,4,0
ENSMUSG00000103839|Gm37607,30,28,18,15,33,45,6,18
ENSMUSG00000026023|Cdk15,7,7,0,0,0,0,0,0
ENSMUSG00000097819|Gm26813,11,21,30,36,31,53,41,15
ENSMUSG00000041075|Fzd7,1917,1733,1735,1392,883,1290,772,993
ENSMUSG00000038079|Tmem237,143,351,195,225,145,186,179,184
ENSMUSG00000079550|Mpp4,10,104,88,15,10,20,0,19
ENSMUSG00000101586|Gm29017,0,38,20,10,24,18,4,21
ENSMUSG00000099563|Gm19125,0,0,0,0,0,0,0,0
ENSMUSG00000097573|G730003C15Rik,32,30,36,12,22,15,48,10
ENSMUSG00000026024|Als2,9366,7352,9154,3533,3485,3487,2441,2218
ENSMUSG00000047361|Gm973,0,0,0,0,3,0,4,0
ENSMUSG00000099811|Gm28411,0,0,0,0,0,0,0,0
ENSMUSG00000101409|1700122D07Rik,0,0,0,0,0,0,0,0
ENSMUSG00000026021|Sumo1,934,2102,1070,2099,1845,1925,1319,2121
ENSMUSG00000103821|D430013B06Rik,0,8,3,0,8,11,8,8
ENSMUSG00000026020|Nop58,662,1625,933,2632,2371,1838,1385,3804
ENSMUSG00000077345|Snord70,0,0,0,3,0,0,0,0
ENSMUSG00000089512|Gm26287,0,4,4,0,2,0,0,0
ENSMUSG00000089093|Snord11,0,0,0,0,0,0,0,0
ENSMUSG00000077358|Gm26293,1,0,1,0,0,0,0,0
ENSMUSG00000104052|Gm38125,0,0,0,0,0,0,0,0
ENSMUSG00000067336|Bmpr2,473,1666,1094,2480,1879,1710,1276,3028
ENSMUSG00000103696|Gm37531,0,0,4,0,2,4,0,3
ENSMUSG00000100901|Gm18829,0,0,0,0,0,0,4,0
ENSMUSG00000041040|Fam117b,445,538,419,2389,980,2629,4110,5341
ENSMUSG00000026018|Ica1l,0,0,4,0,0,25,0,7
ENSMUSG00000026019|Wdr12,662,857,800,993,918,923,533,855
ENSMUSG00000026017|Carf,85,247,158,223,185,134,95,248
ENSMUSG00000082609|Gm15464,0,0,0,0,0,0,0,0
ENSMUSG00000073664|Nbeal1,64,768,799,433,542,614,103,829
ENSMUSG00000100516|Gm29332,0,0,0,0,0,0,0,0
ENSMUSG00000103215|Gm38388,0,10,24,43,15,12,0,32
ENSMUSG00000082160|Gm11578,3,4,3,3,0,1,3,0
ENSMUSG00000083355|Gm11581,4,0,0,0,6,7,0,10
ENSMUSG00000026011|Ctla4,4,6,0,676,637,625,617,606
ENSMUSG00000081382|Rpl18-ps1,54,26,32,36,45,57,56,55
ENSMUSG00000026012|Cd28,11,30,0,296,325,264,240,438
ENSMUSG00000102561|Gm37039,0,7,0,0,1,0,0,0
ENSMUSG00000026009|Icos,104,121,156,599,381,506,453,355
ENSMUSG00000101188|Eif4a-ps4,3711,4010,3369,5884,4706,5341,5126,6988
ENSMUSG00000084333|Gm11599,8,3,3,8,7,6,2,4
ENSMUSG00000103822|6030460B20Rik,0,0,0,0,0,0,0,0
ENSMUSG00000026782|Abi2,56,159,176,242,202,311,109,272
ENSMUSG00000026014|Raph1,2968,4449,3757,5536,6016,3641,4984,10759
ENSMUSG00000081562|Gm11575,0,3,5,6,1,4,0,19
ENSMUSG00000084400|Gm11576,0,0,0,0,1,0,0,0
ENSMUSG00000049439|Cyp20a1,801,836,564,925,688,1030,645,965
ENSMUSG00000025969|Nrp2,1173,1599,1037,2685,2599,3377,1478,1538
ENSMUSG00000100811|Gm29083,0,0,0,0,0,0,0,0
ENSMUSG00000103032|Gm37121,0,0,4,4,4,4,6,9
ENSMUSG00000052062|Pard3b,220,371,276,205,186,196,81,76
ENSMUSG00000103656|Gm37205,0,0,0,0,0,0,0,0
ENSMUSG00000104402|Gm38012,0,0,0,0,0,0,0,0
ENSMUSG00000104081|Gm38278,0,0,0,0,0,0,0,0
ENSMUSG00000085842|Pard3bos1,0,0,0,0,0,0,0,0
ENSMUSG00000103002|Gm38075,0,0,0,0,0,0,0,0
ENSMUSG00000100344|Gm29640,0,0,0,0,0,0,0,0
ENSMUSG00000101509|Gm29641,0,0,0,0,0,0,0,0
ENSMUSG00000085019|Pard3bos2,0,0,0,0,0,0,0,0
ENSMUSG00000102359|Gm38351,0,0,0,0,0,0,0,0
ENSMUSG00000085400|Pard3bos3,0,48,8,9,0,6,0,0
ENSMUSG00000100750|Gm29084,5,3,2,4,0,1,4,2
ENSMUSG00000081643|Gm11605,270,253,184,162,198,137,162,107
ENSMUSG00000025963|Mdh1b,9,0,6,0,0,3,0,4
ENSMUSG00000025962|Fastkd2,684,1061,823,661,529,745,452,747
ENSMUSG00000025959|Klf7,368,518,523,1110,946,1359,733,885
ENSMUSG00000098487|Mir6899,0,0,0,0,0,0,0,0
ENSMUSG00000086836|Gm13748,0,0,0,4,0,4,3,0
ENSMUSG00000101895|Gm28981,0,0,0,0,0,0,0,0
ENSMUSG00000025958|Creb1,168,796,559,803,1005,886,353,992
ENSMUSG00000025964|Adam23,1155,1238,874,1998,1924,1477,1382,1742
ENSMUSG00000087823|Gm22281,0,0,0,0,5,0,0,0
ENSMUSG00000025956|Mettl21a,659,619,582,574,401,687,423,523
ENSMUSG00000101832|Gm28982,2,0,0,0,0,3,0,0
ENSMUSG00000045005|Fzd5,417,716,533,615,338,723,640,688
ENSMUSG00000102140|Gm38058,0,8,4,6,0,6,0,0
ENSMUSG00000087213|2810408I11Rik,83,200,94,52,57,63,38,32
ENSMUSG00000070871|Ccnyl1,414,572,327,776,669,662,592,560
ENSMUSG00000051344|Plekhm3,312,210,129,531,504,614,472,598
ENSMUSG00000097264|Rpl31-ps24,0,0,0,0,0,1,0,0
ENSMUSG00000084416|Rpl10a-ps1,950,737,654,757,648,944,599,722
ENSMUSG00000100774|Gm7329,143,143,71,76,66,49,60,79
ENSMUSG00000040865|Ino80d,328,1207,809,1758,1577,1898,1008,1631
ENSMUSG00000104991|Gm44468,0,0,0,0,0,0,0,0
ENSMUSG00000088953|Gm24942,0,0,0,0,0,0,0,0
ENSMUSG00000081617|Rps13-ps7,0,0,0,0,0,0,0,0
ENSMUSG00000081429|Rps27-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000084799|Ino80dos,8,21,38,31,47,42,34,42
ENSMUSG00000025968|Ndufs1,8572,11077,7991,6920,6244,6200,4800,5926
ENSMUSG00000025967|Eef1b2,12316,11579,8799,14124,11372,14136,9730,14532
ENSMUSG00000064612|Gm26457,0,0,0,0,5,5,5,2
ENSMUSG00000101599|Gm20342,12,93,90,77,134,137,48,72
ENSMUSG00000064602|Snora41,2,3,0,13,10,8,7,3
ENSMUSG00000099819|Gm28728,5,0,6,0,3,0,0,3
ENSMUSG00000055567|Unc80,4,0,0,3,0,0,0,0
ENSMUSG00000103375|Gm37181,0,0,0,0,0,0,0,0
ENSMUSG00000015222|Map2,22,31,42,10,30,7,15,14
ENSMUSG00000088850|Gm24729,0,0,0,0,0,0,0,0
ENSMUSG00000073656|Gm10558,0,0,0,0,0,0,0,0
ENSMUSG00000065694|Gm25411,0,0,0,0,0,0,0,0
ENSMUSG00000026005|Rpe,708,2157,1348,1077,926,1487,664,1107
ENSMUSG00000102559|Gm37570,0,16,10,22,9,8,7,0
ENSMUSG00000102776|Gm38162,0,0,0,0,5,3,1,6
ENSMUSG00000082057|Gm15789,0,1,0,0,0,0,0,0
ENSMUSG00000103706|6820402A03Rik,0,0,0,0,0,0,0,0
ENSMUSG00000103756|Gm37285,0,1,0,12,4,4,0,7
ENSMUSG00000103382|Gm37755,0,14,0,3,5,2,0,3
ENSMUSG00000026004|Kansl1l,286,701,428,345,404,380,190,251
ENSMUSG00000102374|Gm38387,3,1,7,0,0,5,0,3
ENSMUSG00000094191|Rpl31-ps14,4,8,0,0,0,7,0,3
ENSMUSG00000061816|Myl1,0,0,0,0,0,0,0,0
ENSMUSG00000025950|Idh1,24606,34898,20272,10288,8169,17920,8311,3853
ENSMUSG00000025949|Pikfyve,447,961,812,1275,1028,1247,548,1331
ENSMUSG00000026000|Lancl1,2433,1814,1927,2530,1350,2304,2359,1480
ENSMUSG00000026003|Acadl,12061,13660,9239,9533,9713,10115,7988,8647
ENSMUSG00000082769|Gm15793,0,3,0,3,0,4,3,5
ENSMUSG00000089420|Gm27934,0,0,0,0,0,2,0,0
ENSMUSG00000077328|Gm25832,0,0,0,0,0,0,0,0
ENSMUSG00000089965|Gm16236,0,0,0,0,0,0,0,0
ENSMUSG00000026196|Bard1,26,26,20,186,130,179,128,81
ENSMUSG00000101156|Gm29114,0,0,0,0,0,0,0,0
ENSMUSG00000025997|Ikzf2,4,8,10,97,82,83,55,77
ENSMUSG00000100815|Gm29112,0,0,0,0,0,0,0,0
ENSMUSG00000099954|Gm28112,0,0,0,4,0,0,0,0
ENSMUSG00000026192|Atic,2069,1745,1530,1986,1722,2136,1419,1821
ENSMUSG00000025991|Cps1,220265,211518,187113,332716,189171,228667,283155,286812
ENSMUSG00000100319|Gm5256,10,16,15,13,23,5,10,7
ENSMUSG00000101211|Gm28818,55,57,51,28,83,57,44,94
ENSMUSG00000099707|Gm8883,2089,2006,1511,1933,1931,1818,2114,2493
ENSMUSG00000039395|Mreg,2335,2502,2143,1790,1056,1093,1895,1937
ENSMUSG00000039354|Smarcal1,1120,985,1003,585,689,693,438,538
ENSMUSG00000026189|Pecr,21738,16981,14663,8360,6170,10798,6487,3060
ENSMUSG00000026188|Tmem169,8,24,20,11,11,24,0,0
ENSMUSG00000026187|Xrcc5,1581,1791,1293,808,688,1196,772,872
ENSMUSG00000026193|Fn1,104489,102124,101694,169320,173436,142610,167059,297464
ENSMUSG00000073652|Apol7d,13,2,1,8,0,0,21,6
ENSMUSG00000046330|Rpl37a,13759,11390,9128,14478,11790,16221,10423,14126
ENSMUSG00000026185|Igfbp5,1604,691,806,776,609,752,565,1120
ENSMUSG00000026180|Cxcr2,33,19,25,726,589,197,638,688
ENSMUSG00000061815|Rufy4,10,0,6,10,0,26,9,22
ENSMUSG00000039323|Igfbp2,24902,20255,23312,36472,45132,39504,17309,43445
ENSMUSG00000055322|Tns1,4023,4606,4533,9360,6369,11417,9189,7390
ENSMUSG00000006304|Arpc2,6139,6956,5334,9067,8289,12499,6278,8261
ENSMUSG00000006299|Aamp,9680,8466,7325,7519,5548,8392,5528,5839
ENSMUSG00000101503|Gm28364,0,0,0,0,0,0,0,0
ENSMUSG00000026179|Pnkd,10107,6299,6200,3213,2697,3152,2037,854
ENSMUSG00000103013|Gm37503,0,3,4,3,4,5,0,0
ENSMUSG00000006301|Tmbim1,3459,2880,3000,3035,2335,3061,2313,3001
ENSMUSG00000099931|Gm29358,0,0,0,0,0,0,0,0
ENSMUSG00000103403|Gm37931,0,0,0,0,0,0,0,0
ENSMUSG00000064272|Gpbar1,6,2,0,0,0,0,0,0
ENSMUSG00000073650|Catip,0,10,2,4,0,16,7,0
ENSMUSG00000026177|Slc11a1,547,439,315,3625,3164,5490,2036,1837
ENSMUSG00000065468|Mir26b,0,4,2,0,2,0,0,0
ENSMUSG00000026176|Ctdsp1,14750,13708,11220,7298,6573,10499,5318,4607
ENSMUSG00000026175|Vil1,39,37,38,7,4,22,19,10
ENSMUSG00000033364|Usp37,258,475,510,767,704,536,622,911
ENSMUSG00000103227|Gm37733,0,0,3,0,4,0,0,6
ENSMUSG00000026173|Plcd4,2,0,0,8,1,1,8,5
ENSMUSG00000026135|Zfp142,343,378,443,858,710,522,777,881
ENSMUSG00000026171|Rnf25,876,858,726,1053,939,1069,819,1012
ENSMUSG00000033276|Stk36,129,71,63,18,60,42,35,13
ENSMUSG00000026174|Cnot9,1736,1855,1443,1981,1766,2145,1724,1705
ENSMUSG00000026172|Bcs1l,1409,1109,920,455,347,640,378,329
ENSMUSG00000089964|Gm16582,0,0,0,0,0,0,0,0
ENSMUSG00000090071|Cdk5r2,3,0,0,0,0,0,0,0
ENSMUSG00000006538|Ihh,462,530,500,25,12,20,11,39
ENSMUSG00000033257|Ttll4,927,1454,1233,1486,1344,1142,1143,1196
ENSMUSG00000006542|Prkag3,0,16,4,7,3,7,8,6
ENSMUSG00000033227|Wnt6,4,0,0,8,29,80,26,29
ENSMUSG00000099472|Gm29539,0,0,0,0,0,6,0,7
ENSMUSG00000026170|Cyp27a1,25407,23226,18394,26421,16065,27863,24409,26728
ENSMUSG00000026208|Des,249,305,293,183,256,369,193,143
ENSMUSG00000085653|Gm15179,0,0,0,0,0,0,0,0
ENSMUSG00000026207|Speg,79,45,76,6,45,73,49,34
ENSMUSG00000086053|Gm15178,0,0,0,0,0,0,0,0
ENSMUSG00000026209|Dnpep,4887,3234,3072,2084,1647,2488,1842,2052
ENSMUSG00000006576|Slc4a3,25,41,51,17,14,29,22,23
ENSMUSG00000026213|Stk11ip,701,571,504,752,614,773,727,621
ENSMUSG00000026235|Epha4,29,12,6,109,44,40,123,196
ENSMUSG00000099141|Mir6352,0,0,0,0,0,0,0,0
ENSMUSG00000026205|Slc23a3,9,4,13,0,37,8,12,16
ENSMUSG00000026198|Abcb6,4901,3548,2835,1581,2010,1673,1881,1823
ENSMUSG00000033124|Atg9a,5820,4476,3394,2813,2736,2896,3338,3267
ENSMUSG00000026199|Ankzf1,997,875,797,1155,930,1077,1117,1125
ENSMUSG00000026200|Glb1l,153,154,180,126,180,149,37,59
ENSMUSG00000026201|Stk16,6109,5491,4731,1715,2019,2729,1212,1337
ENSMUSG00000026202|Tuba4a,12100,8912,9531,3047,2871,2946,2728,2266
ENSMUSG00000096094|A630095N17Rik,12,15,9,3,0,7,7,3
ENSMUSG00000118482|Gm50472,0,0,0,0,0,0,0,0
ENSMUSG00000101840|Gm28294,0,0,0,0,0,0,0,0
ENSMUSG00000026204|Ptprn,35,18,8,13,9,15,7,14
ENSMUSG00000026162|Nhej1,248,185,221,238,107,129,102,110
ENSMUSG00000033159|Cnppd1,3557,3410,2301,3284,2648,3590,2531,3254
ENSMUSG00000049339|Retreg2,14190,11846,9886,7492,5548,8545,5864,5531
ENSMUSG00000026197|Zfand2b,2023,1692,1422,1540,1053,1742,1336,1212
ENSMUSG00000099519|Gm29253,688,3207,2990,1834,186,1826,240,267
ENSMUSG00000026203|Dnajb2,4559,3459,2640,2250,1820,2582,1895,2488
ENSMUSG00000033021|Gmppa,2499,1632,1474,1287,1148,1403,1317,1118
ENSMUSG00000033007|Asic4,0,0,0,0,0,0,0,0
ENSMUSG00000102605|Gm37264,0,0,0,0,0,0,0,0
ENSMUSG00000032997|Chpf,220,151,185,390,363,344,405,364
ENSMUSG00000026211|Obsl1,71,64,121,198,232,122,227,349
ENSMUSG00000051703|Tmem198,0,0,0,4,22,12,6,0
ENSMUSG00000082745|Gm15181,0,0,0,0,0,0,0,0
ENSMUSG00000032968|Inha,11,13,6,15,13,6,8,28
ENSMUSG00000090486|BC035947,0,2,0,0,0,0,0,4
ENSMUSG00000012187|Mogat1,35,49,16,4,18,4,4,12
ENSMUSG00000099377|Gm6159,6,19,22,10,14,29,9,8
ENSMUSG00000050711|Scg2,9,0,0,10,3,8,14,0
ENSMUSG00000054702|Ap1s3,136,211,74,143,143,128,101,195
ENSMUSG00000102235|Gm37886,0,0,0,0,0,0,0,2
ENSMUSG00000099561|Gm28410,0,0,0,0,0,0,0,0
ENSMUSG00000102945|Gm37884,0,0,0,0,0,0,0,0
ENSMUSG00000101798|Gm28995,0,0,0,0,0,0,0,0
ENSMUSG00000026245|Farsb,1924,2180,1791,1340,1466,1420,1068,1227
ENSMUSG00000104018|4833412K13Rik,0,11,0,4,14,4,7,0
ENSMUSG00000032908|Sgpp2,7,14,24,16,20,34,24,0
ENSMUSG00000032883|Acsl3,1581,1328,1293,934,437,1621,636,932
ENSMUSG00000079470|Utp14b,249,279,425,171,46,193,164,268
ENSMUSG00000099706|Gm29536,0,0,0,0,0,0,0,0
ENSMUSG00000047330|Kcne4,29,47,55,2133,847,824,2697,3609
ENSMUSG00000101324|Gm29187,0,0,0,0,0,0,0,11
ENSMUSG00000119438|AC166333.1,0,0,0,0,0,0,0,0
ENSMUSG00000072978|Gm5830,5,15,6,15,3,5,14,6
ENSMUSG00000026249|Serpine2,80,87,28,32,63,23,23,39
ENSMUSG00000100397|Gm28071,104,99,101,126,90,104,129,87
ENSMUSG00000067106|Gm5529,1190,904,969,772,877,821,691,707
ENSMUSG00000073643|Wdfy1,1492,2165,1295,2381,1977,2033,1982,2431
ENSMUSG00000104497|Gm10555,0,0,0,0,0,0,0,0
ENSMUSG00000026248|Mrpl44,1923,1406,1456,1605,911,1527,1213,1245
ENSMUSG00000087008|Gm5530,38,0,55,12,14,58,31,19
ENSMUSG00000101483|1700016L21Rik,8,14,3,0,0,0,0,0
ENSMUSG00000110100|Gm45261,0,0,0,0,0,0,0,0
ENSMUSG00000004364|Cul3,1963,4457,2579,3306,3001,3072,2073,3499
ENSMUSG00000103076|Gm37902,0,5,10,18,22,0,0,15
ENSMUSG00000103525|Gm37262,0,0,0,0,0,0,0,0
ENSMUSG00000038608|Dock10,184,309,314,1038,1382,1662,430,694
ENSMUSG00000103192|Gm37645,0,0,0,0,0,0,0,0
ENSMUSG00000104488|Gm38062,0,0,0,4,0,0,0,0
ENSMUSG00000102721|A630081D01Rik,0,0,0,0,0,4,0,0
ENSMUSG00000022591|Gm9747,0,0,0,0,0,15,12,8
ENSMUSG00000055980|Irs1,960,1326,1103,216,244,278,254,250
ENSMUSG00000026142|Rhbdd1,1622,1586,1382,1996,1445,1687,1421,2065
ENSMUSG00000104493|Gm19552,0,4,10,0,0,0,0,3
ENSMUSG00000100786|Gm28940,0,0,4,0,0,0,0,0
ENSMUSG00000101784|Gm7553,11,24,16,11,14,8,8,0
ENSMUSG00000038496|Slc19a3,0,9,0,0,6,0,0,0
ENSMUSG00000100432|Gm7539,6,0,0,6,3,3,3,0
ENSMUSG00000026159|Agfg1,1109,1563,1296,3678,2889,2500,2636,3768
ENSMUSG00000026163|Sphkap,0,0,0,0,0,0,0,0
ENSMUSG00000104374|Gm37517,0,0,0,0,0,0,0,0
ENSMUSG00000079140|Gm6374,41,11,3,17,11,3,9,4
ENSMUSG00000067158|Col4a4,58,89,67,40,33,38,96,66
ENSMUSG00000079465|Col4a3,39,72,20,59,43,65,333,53
ENSMUSG00000097564|C430014B12Rik,65,32,76,23,7,42,6,0
ENSMUSG00000026150|Mff,1657,2414,1829,2046,2008,2165,1367,1947
ENSMUSG00000101450|Gm28941,0,11,5,7,7,4,0,19
ENSMUSG00000045658|Pid1,6080,8254,6890,10404,8404,7186,16555,17353
ENSMUSG00000102750|Gm37058,0,0,0,0,0,0,0,4
ENSMUSG00000101934|Gm18304,0,0,0,0,7,0,0,0
ENSMUSG00000098851|Mir6353,0,3,0,0,0,0,2,2
ENSMUSG00000118590|Gm15433,41,61,5,33,20,27,75,41
ENSMUSG00000052760|A630001G21Rik,34,13,24,343,285,283,178,224
ENSMUSG00000098634|Mir8096,0,0,0,0,0,0,0,0
ENSMUSG00000100217|9930111H07Rik,0,0,0,0,0,0,0,0
ENSMUSG00000036707|Cab39,2353,4409,3070,5367,4325,4635,4419,4877
ENSMUSG00000026219|Trip12,5043,8657,6336,9224,8229,7552,6561,8582
ENSMUSG00000103505|Gm38374,0,3,0,0,0,0,0,6
ENSMUSG00000104503|Gm37738,0,6,6,3,0,4,0,3
ENSMUSG00000073633|Fbxo36,342,271,259,250,253,139,308,146
ENSMUSG00000099342|Gm18180,31,113,54,60,70,53,31,56
ENSMUSG00000026226|Spata3,5,5,11,0,0,0,0,0
ENSMUSG00000099693|Gm29284,0,0,0,0,5,0,0,2
ENSMUSG00000052477|C130026I21Rik,6,10,16,86,105,151,93,186
ENSMUSG00000089976|Gm2389,0,1,0,0,1,0,1,4
ENSMUSG00000101279|Gm18342,0,10,4,7,13,11,12,14
ENSMUSG00000089844|A530032D15Rik,10,18,0,53,33,42,50,74
ENSMUSG00000073631|Gm10553,0,0,0,3,3,3,1,5
ENSMUSG00000072109|A530040E14Rik,7,10,9,156,108,122,88,128
ENSMUSG00000090128|Gm16038,0,0,0,0,0,0,0,0
ENSMUSG00000089716|Gm6264,10,25,16,7,13,20,24,9
ENSMUSG00000090252|Gm16028,0,0,0,0,0,0,0,0
ENSMUSG00000079455|Gm16026,3,0,0,0,12,0,0,0
ENSMUSG00000089652|Gm16025,0,6,0,0,0,0,0,0
ENSMUSG00000089937|Gm7281,0,0,6,0,0,0,0,6
ENSMUSG00000089714|Gm16092,0,0,0,2,0,0,0,5
ENSMUSG00000094127|G530012D18Rik,0,0,0,0,0,0,0,0
ENSMUSG00000070034|Sp110,152,210,134,735,913,824,625,1060
ENSMUSG00000090103|Gm16094,0,0,0,1,2,1,2,2
ENSMUSG00000070031|Sp140,202,305,263,1332,1353,1440,728,1346
ENSMUSG00000073628|Gm10552,0,0,0,8,5,3,6,22
ENSMUSG00000090246|Gm17017,0,1,0,23,42,31,9,23
ENSMUSG00000026222|Sp100,531,657,544,1663,2317,1392,1558,2707
ENSMUSG00000064281|Rpl19-ps1,24,19,32,51,9,20,17,18
ENSMUSG00000118640|Gm7582,12,12,6,4,1,22,20,13
ENSMUSG00000061852|Gm53056,3,0,8,8,2,6,0,17
ENSMUSG00000090186|Gm52951,8,5,4,3,4,1,25,5
ENSMUSG00000079457|Gm7609,29,63,40,42,60,78,97,219
ENSMUSG00000118618|Gm52950,2,11,9,1,3,5,7,13
ENSMUSG00000091199|Gm2619,5,3,0,11,4,4,20,5
ENSMUSG00000118591|Gm52955,13,17,5,2,11,2,41,32
ENSMUSG00000101751|Gm2427,7,99,61,105,90,121,155,39
ENSMUSG00000118607|Gm7592,105,147,6,45,27,58,188,112
ENSMUSG00000118632|AC147806.1,9,37,0,0,0,0,39,0
ENSMUSG00000026223|Itm2c,4568,3636,3203,6531,4587,7424,4745,5033
ENSMUSG00000026229|Psmd1,7994,10333,8044,7606,6537,8491,5585,6839
ENSMUSG00000077274|Gm22786,0,0,2,0,0,0,0,0
ENSMUSG00000026228|Htr2b,0,11,14,4,0,0,0,5
ENSMUSG00000103272|Gm37914,0,8,9,7,4,3,0,28
ENSMUSG00000062590|Armc9,464,331,294,167,131,211,90,42
ENSMUSG00000087538|Gm16341,0,0,0,0,0,0,0,0
